群組類別,主類別,名稱,名稱(英文),代表圖像,簡介,簡介(英文),類別,級別,郵遞區號,縣市,地址,經度,緯度,開放時間,開放時間(英文),休館日,休館日(英文),票價,票價(英文),聯絡人,聯絡人(英文),電話,傳真,email,FACEBOOK,網站,如何到達,如何到達(英文),公告日期,公告日期(英文),所屬主管機關,所屬主管機關(英文),來源網址,創建年代,創建年代(西元),作者,作者(英文),尺寸,尺寸(英文),材質,材質(英文),mainTypePK,點閱數
獨立書店,獨立書店,籃城書房,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E175/F28/16ef7f7d-9cf2-4f26-8477-03c56a9a4fd2.jpg,"我們不只是一家書店，我們分享空間和時間。我們在這個空間中相遇交會，在這個空間中讀書、饗宴、聚會、交流、休憩，於是我們分享了生命中一段段愉悅的時光，在歲月的流逝中一起成長和老去。回顧駐足在書房的時刻，每一個感受都會浸潤成美好的回憶。
 
 『有書相伴 好書交換』是籃城書房持續推行的活動。想當年，購買時也幾經考量的舊愛，如今在書架上積塵。或許心境已改，或許等待閱讀的新歡更多。不如拿來分享吧！帶十本書來，你可以換到一整天的單車騎乘，可以踩遍埔里，飽覽小鎮市街田園風光。你也可以用七本書換到榖笠合作社的友善稻米，再把三本書折抵用餐和住宿。書房的書都是好書，都是愛書人眾裡尋它千百度的愛書，但願人長久，千里共讀好書。
 
 
 
 圖片擷取自籃城書房網站
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月15日。",,,,,南投縣 埔里鎮,南投縣埔里鎮籃城5巷4號,120.959637,23.98577,週二至週四10:00-19:00，週五、六10:00-21:00，週日10:00-17:00,,,,,,,,(04)92913258,,service@restbb.com,,,,,,,,,,,,,,,,,,5afaabcb6e5ee2030723d88e,6
獨立書店,獨立書店,紅絲線 text apartment,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E176/F760/85ec1fb0-35bc-47ba-bc53-cc78ae0d6fe7.jpg,"紅絲線所在的透天厝原本是精品店，店長進駐後，採用簡約方式整理，清除不必要的裝潢，並運用老書店裡的舊書櫃，建構出質樸與書香兼蓄的氛圍。
 
 店長親自挑選過的書籍，目前都展示在一樓，書籍種類以台灣文學、女性書寫與社會思想為主，同時會依近期社會議題而有不同的主題選書，買書的時候店長會跟你深談對於閱讀以及文字的感動，不只書籍，這裡還會舉辦許多的讀書會、工作坊、影展以及主題展覽，書店這個稱呼並無法涵蓋這一個空間，或許可以說這裡是一個與文字密切交流的舊公寓。
 
 
 
 
 
 圖片擷取自紅絲線 text apartment臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月15日。",,,,,彰化縣 彰化市,彰化市城中街20號,120.549437,24.07862,週二至週日14:00-20:00,,,,,,,,(04)728 3360,,,,,,,,,,,,,,,,,,,,5afaaf9a6e5ee2030723d88f,4
獨立書店,獨立書店,書集喜室,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E182/F610/bac79d1a-4a00-4d5d-841d-0f8fe802326c.jpg,"隱身在鹿港巷弄中的書集喜室，是一間二手書店，原本一棟快要廢棄的日治時期老屋，被店主買下，經過修復成為了現在的模樣，踏進書集喜室，彷彿時光倒流般時間都靜止了，老宅散發著濃濃的書卷氣味，帶領著你一起進入書香世界。
 
 
 
 
 
 圖片擷取自不是觀光景點的書舖茶屋:書集喜室臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月15日。",,,,,彰化縣 鹿港鎮,彰化縣鹿港鎮杉行街20號,120.435059,24.057213,週三至週日11:00-17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,5afab57faaa3c6afbbf0bbca,3
獨立書店,獨立書店,哲美系二手書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E183/F928/558f12f0-e76c-4824-abe3-ae01be8d7734.jpg,"一間主要以販售、收購二手書籍為主的書店，外觀為紅磚小屋，只有3.67坪，可以算是台灣最迷你的二手書店。
 
 
 
 
 
 圖片擷取自哲美系二手書店臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月15日。",,,,,雲林縣 斗六市,雲林縣斗六市府前街43號,,,週三至週五14:00-20:00，週六、週日10:00-18:00,,,,,,,,0978-454-348,,jhemeisi@gmail.com,,,,,,,,,,,,,,,,,,5afab894aaa3c6afbbf0bbcb,6
獨立書店,獨立書店,閱啡書坊,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E185/F525/e8dbcdcc-656a-48c0-a805-2c9a8dd1725c.jpg,"舊址位在宜蘭碧霞宮，廟裡供奉岳飛，而這空間也取其諧音命名為「閱啡」，以碧霞街作為文化實驗的主場，提供各種發展的空間與機會，目前是 [ Weekend Strolling 週末散步] 市集與講座的核心召集人與執行者，想在宜蘭植一片文化的綠地，也提供演出、繪畫展覽、技藝教室的空間，並持續經營著閱讀講座與市集諸多的活動。
 
 
 
 
 
 圖片擷取自閱啡書坊臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月15日。",,,,,宜蘭縣 宜蘭市,宜蘭縣宜蘭市碧霞街20-1號2樓,,,週日至週五 10:30-18:30,,,,,,,,0975-401-657,,,,,,,,,,,,,,,,,,,,5afabafc6e5ee2030723d890,4
獨立書店,獨立書店,小間書菜,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E186/F330/5e00d529-cb1a-467b-b866-0455ace6e0dd.jpg,"小間在日本的算法，是約四個半榻榻米大的空間，意即物慾的最小量化。2014年，小間書菜確定在宜蘭員山，一座經過改造且有20年歷史的舊碾米廠開幕。
 
 內容包括販賣自家栽種的『小間米』，宜蘭小農友善蔬菜、二手書交換販賣、文創商品販賣，也會不定期舉辦農業體驗活動、農業專業課程講座、藝術文學會談等等。歡迎所有在地或外地的朋友，來小間書菜坐坐。
 
 
 
 圖片擷取自小間書菜臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月13日。",,,,,宜蘭縣 員山鄉,宜蘭縣員山鄉尚深路124號,,,週三至週日10:00-17:30,,,,,,,,(03)9220781,,vb1030118@gmail.com,,,,,,,,,,,,,,,,,,5afabcfaaaa3c6afbbf0bbcc,5
獨立書店,獨立書店,書旅拾光 Bobooks,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E110/F351/9e683d1d-511a-40af-8df1-5a1ee83e3a1c.jpg,"1F- 書旅拾光咖啡書屋（書旅拾光舖）
 
 2F- bobooks背包客棧（安博機構）
 
 是身體休息的空間，也是心靈沉澱的時間，伴隨著書、咖啡、時光的味道，這是每個旅人和我們編織的故事。
 
 「存在」是書旅拾光與bobooks的核心理念，希望用書本的溫度喚起老屋的生命力，每個角落都有著落，等著旅人拾起的那本書，或隨意地翻翻幾頁，或許安安靜靜地細細品味，在窗邊依偎，或者斜躺在床緣，書會串起每一次的旅行時光，旅行中翻起的那些書將引領著心靈，而豐富人生。
 
 
 
 圖片擷取自書旅拾光 & Bobooks臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",,,,,嘉義市 嘉義市,嘉義市西區中正路597號,120.453822,23.481019,12:00-20:00,,,,,,,,(05)2290159,,bobooks597@gmail.com,,,,,,,,,,,,,,,,,,5afb9f206e5ee2030723d891,9
獨立書店,獨立書店,島呼冊店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E113/F859/1ddaea92-2146-446d-8932-30d907e1ec2c.jpg,"用豆腐親近土地，用閱讀貼近邊緣。乍看店名的一頭霧水，只要用台語唸出便會一掃而空。「島呼」＋「冊」＝豆腐＋書──店內不只賣書，也賣豆類製品。
 
 島呼冊店的書可借可買，不分新舊，當客人喜歡上一本書，可以支付書籍的原價將書帶回家，看完拿回店裡歸還則退還押金；若沒有將書還回店裡，就當作是客人買了那本書。書便可以不斷的流通，讓有價值的文字有更多被看到的機會。
 
 
 
 圖片擷取自島呼冊店臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",,,,,嘉義市 嘉義市,嘉義市西區北興街86號,120.453822,23.481019,14:00-21:00,,,,,,,,(05)2311031,,,,,,,,,,,,,,,,,,,,5afba7b2aaa3c6afbbf0bbcd,5
獨立書店,獨立書店,眺港二手書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E123/F457/b305ee94-e460-4246-a87a-87a5040f4854.jpg,"成功鎮新港教會會館1932年成立至今，是東部少見的兩層樓日式建築，列台東縣歷史建物。
 
 老建築目前由台東縣心驛耕新關懷協會經營，營運團隊隨即以「陪伴當地成長」為出發點，不斷思考活化再利用的可能性。老屋本身猶如成功鎮政治、經濟、醫療和宗教發展史的縮影，因此，團隊在2016年將它打造為歷史故事館，主要對附近學生及觀光客介紹以建物為核心的在地史，更與台東晃晃二手書店及成功商水圖書館展開合作，讓老屋擁有了第五度的新身分──眺港二手書店，不只讓殘破不堪的老屋再創新生命，更期盼它能成為凝聚社區的共讀站。
 
 
 
 圖片擷取自心驛耕新－新港教會歷史建築夢想計畫臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",,,,,臺東縣 成功鎮,台東縣成功鎮中山東路59號,121.365598,23.126152,週二、三 11:00-17:30，週四 11:00-18:00，週五 11:00-20:00，週六 11:00-21:00，週日 13:00-17:30,,,,,,,,(08)9851074,,sygs19320601@gmail.com,,,,,,,,,,,,,,,,,,5afbb2fdaaa3c6afbbf0bbcf,5
獨立書店,獨立書店,撥撥橘工作室．本東咖啡,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E126/F155/b6b0551c-2b05-4cbf-9c3c-5d4216498a5a.jpg,"撥撥橘，所有故事出發的原點；從一間小小的工作室發展到斜對面的本東畫材咖啡，一步一步的，雖然步伐小卻很踏實。
 
 關於撥撥橘，名字來自於開店前的兩隻小小貓「撥撥」和「小小橘」，屬於品牌的小空間，擁有插畫家李瑾倫完整的繪本、明信片創作以及生活中想和大家分享的點點滴滴，並同時藉由創作的力量關懷動物議題。
 
 關於本東畫材咖啡，就在撥撥橘小店的斜對角四、五步的距離，一樓除了咖啡與茶，還可以享用吳寶春土司三明治所烘烤的喵福三明治、每日不同口味的霜淇淋、戚楓蛋糕、手工餅乾手工果醬。
 
 這家由撥撥橘所延伸出來的小店，二樓有著美麗的玻璃屋頂，裡面是本東筆記本裝訂工房，數十種封面與內頁紙張可供選擇並訂製獨一無二的筆記本，封面與內頁的種類陸續在增加當中。除了裝訂服務，還有許多在歐美日第一線上有趣少見文具與筆記本。
 
 
 
 圖片擷取自撥撥橘、本東咖啡與灰灰基地 Chinlun's Things, Bandon Cafe & Huei-Huei臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",,,,,高雄市 新興區,高雄市新興區民有街71號,120.30607,22.62839,週五至週二 10:00-18:00,,,,,,,,撥撥橘(07)2828747，本東咖啡(07)2018566,,chinlunsthings@gmail.com,,,,,,,,,,,,,,,,,,5afbb96d6e5ee2030723d892,8
獨立書店,獨立書店,小陽。日栽書屋,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E131/F858/f15f08af-dff9-426c-a3ff-10df31663d22.jpg,"一點勇氣將小陽。春日子更明確蛻變成小陽。日栽書屋，走過那段和伙伴一起的充滿春分生命力的日子，延續小陽發光發熱的精神，期許將帶給屏東更多關於書、關於藝文、關於文化的事。
 
 
 
 圖片擷取自書店裡的影像詩
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",,,,,屏東縣 屏東市,屏東市中山路清營巷1號,120.501205,22.67797,週四至週日 14:00-20:00,,,,,,,,,,ssunville@hotmail.com,,,,,,,,,,,,,,,,,,5afbbe9c6e5ee2030723d893,6
獨立書店,獨立書店,順順堂,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E134/F993/e0569ce0-5724-4b3e-8e33-a42d4b8fb45b.jpg,"順順堂是屏東市第一家日式建築改裝的咖啡廳，老闆將這棟日式建築結構與格局保留，進行改裝與粉刷，融合了咖啡與閱讀的經營主軸，打造「在書店喝咖啡、在咖啡店閱讀」的咖啡館夢想。
 
 
 
 圖片擷取自順順堂臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",,,,,屏東縣 屏東市,屏東市福建路53號,120.501205,22.67797,週二至週五 11:00-22:00，週六、日 09:30-22:00,,,,,,,,(08)7320013,,,,,,,,,,,,,,,,,,,,5afbc636aaa3c6afbbf0bbd0,5
獨立書店,獨立書店,我在二手書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E143/F616/ae7d3ba8-b680-4a6d-92c2-3a3fc9291812.jpg,"來自澎湖的店主在金門成立了金門首間二手書店「我在」，經營書籍買賣、咖啡點心，並長期徵求打工換宿。
 
 
 
 圖片擷取自我在二手書店臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",,,,,金門縣 金城鎮,金門縣金城鎮民生路27巷1號,118.320519,24.432689,10:00-21:00，週四公休,,,,,,,,0988-426-727,,joeyroland1117@gmail.com,,,,,,,,,,,,,,,,,,5afbcfe7aaa3c6afbbf0bbd1,7
獨立書店,獨立書店,長春書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E144/F301/bf688e3d-d85e-4128-b88b-9dbc64f91ba0.jpg,"說它是一間書店，不如說它是一幅畫，一幅金門的風景。暗黑的時代背景，堆得人高的新舊圖書，僅容一個人身的狹長走道，時間像是定格一般，數十年不變。
 
 書店主人大多時間倚在一角伏案筆耕，黑絲寫成了白髮。偶有隨風掉落的火紅木棉，劃過天空，為黑白畫面增了點顏色。
 
 書店就在人潮熙攘的山外車站前，地點極好，在便利商店、飲料店競爭夾殺下，仍苦守著一堆舊書的堅持，顯得可貴。
 
 滿頭白髮的看店人，是金門最具分量的老作家陳長慶。總是挨著電腦，低頭敲打著一個個的生活智慧、一頁頁的島鄉記憶。
 
 寫就的數十本小說專書，就是金門相當珍貴的文化資產。這裡也是金門文友的私房下午茶地點，喝杯茶，或是吃碗老作家親燉的牛肉麵，再聽他說一段戰地故事、人生百態，談談八三么軍中茶室的趣事，遙想軍管時期的荒唐與無奈，在書香與歷史中，浸淫出屬於金門特有的文化氣味。然後，帶著充電後的滿足，昂起頭，各自沒入屬於自己的人海天地。
 
 
 
 圖片擷取自書店裡的影像詩網站
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",,,,,金門縣 金湖鎮,金門縣金湖鎮復興路130號,,,07:00–19:00,,,,,,,,(08)2332702,,,,,,,,,,,,,,,,,,,,5afbd2ab6e5ee2030723d895,10
獨立書店,獨立書店,遠流別境,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D4/E164/F864/7a470893-76d7-4b79-ab52-7c8b7d8ff05b.jpg,"遠流別境 libLAB 為遠流出版公司從紙本與數位出版，跨足空間出版的新樣貌。這是一個結合閱讀、飲食、沙龍、講堂的實驗基地，一個書本以外的跨領域故事平台。
 
 libLAB 以台灣文化為底蘊，提倡多樣化的閱讀型態; 透過show and tell的表現方式，發掘無所不在的驚奇與感動，並期盼以展演、座談、講堂、工作坊，營造各專業社群在此聚會交流，讓每個人都能創造出屬於自己的別境。
 
 
 
 圖片擷取自遠流別境 libLAB臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月4日。",,,,,臺北市 中正區,八德路一段1號,121.52906,25.043604,,,,,,,,,(02)23581166#537,,zivchen@huashan1914.tw,,,,,,,,,,,,,,,,,,5b14fc1a6e5ef5495f607902,9
獨立書店,獨立書店,無關實驗書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D4/E171/F713/08e6fce9-c26c-4d4c-b87e-2a7e7618cecf.jpg,"這裡無關書，關於找到自我
 
 無關販售，關於新生活嘗試
 
 無關品味，關於叛逆主張
 
 一群跟書店無關的人，想要找出還有什麼新的可能性
 
 無關＿＿＿＿＿＿，關於＿＿＿＿＿＿ 
 
 由你來創造
 
 （由於書店內選書都較具議題性，且有許多限制級的成人書籍；我們希望未來能再深入地探討成人議題，包括心理、慾望、藝術、意識形態等等，也希望店內書籍是可以供給大家自由翻閱的，因此「18歲以下禁入」。）
 
 
 
 圖片擷取自無關臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月4日。",,,,,高雄市 鹽埕區,大義街2-1號C7-6倉庫,120.281814,22.620168,週二至週四14:00-20:00，週五至週日11:00-20:00,,,,,,,,(07)5318813,,,,,,,,,,,,,,,,,,,,5b15029aaaa3168cc99563da,16
獨立書店,獨立書店,雨樵懶人書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D12/E154/F15/82fbaf6f-b7a1-4833-b4de-e31e98d296f0.jpg,"雨樵懶人書店店主是一位醫師，書店的誕生是來自於醫師與病人的約定，並且在因緣際會之下來到花蓮，開始了這位醫師經營獨立書店的旅途，書店主人希望打造的氛圍就如同店名一般，希望來到書店的民眾都能夠在舒舒服服，慵懶的氣氛下閱讀，並且把他們當成朋友對談與問候。
 
 書店內主要呈現文學與兒童繪本等兩大類的書籍，也致力於藝文活動的推廣，每月都會舉辦不同的講座、新書發表會等等的內容，也積極地邀請北、西部的作家、藝術家來到這裡，在花蓮與民眾進行交流。
 
 
 
 圖片擷取自雨樵懶人書店臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月12日。",,,,,花蓮縣 花蓮市,光復街130號2樓,121.59184,23.977088,10:00-18:00，每週二公休,,,,,,,,(03)8330721,,,,,,,,,,,,,,,,,,,,5b1f76966e5e60dcb9bca05a,4
獨立書店,獨立書店,小島停琉海洋獨立書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D12/E173/F95/49023d38-a0ad-4f4e-9a6e-f39b27ff88c5.jpg,"小琉球全島唯一獨立書店，擁有多種海洋與環境相關藏書與海洋文創商品，是一間充滿生命力與想法的小店，來到這裡可以讓你用不一樣的角度欣賞小琉球。
 
 
 
 圖片擷取自小島停琉臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月12日。",,,,,屏東縣 琉球鄉,中正路255之1號,,,14:00-21:00（不定期公休）,,,,,,,,936237586,,lingerbookstore@gmail.com,,,,,,,,,,,,,,,,,,5b1f90eeaaa3b434be1e8c01,3
獨立書店,獨立書店,都蘭小洋房書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D12/E181/F471/4a28f604-d1dd-43ee-a5a6-bce9fc55cb2e.jpg,"是一間誠實書店。
 
 是一間一人書店。
 
 是一間很不像書店的書店。
 
 
 
 誠實書店：
 
 位於台東都蘭海邊，有藍天、有海洋，但很難生存。因此好好生活變得很重要，有工作會去接，有陽光會去海邊。愛書人可以自己選書買書，投錢找錢。
 
 
 
 二手書：
 
 書籍需要被閱讀才有其意義，二手書透過不同人的閱讀方顯其價值，因此，這裡沒有大量新書（太貴買不起），但有我喜歡的好書。
 
 
 
 蓋碗茶：
 
 用在地嚴選好茶，紅烏龍、陳年老茶。
 
 
 
 海廢再生：
 
 住在海邊有很多時間看海，將海邊的廢物加工，或二手不用的舊物改造，讓物品有新的生命。
 
 
 
 圖片擷取自都蘭小洋房書店 Casa Yang Books & Art臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月12日。",,,,,臺東縣 東河鄉,都蘭村都蘭225-26號,121.285524,23.069172,週三至週六11:00-16:00,,,,,,,,928336569,,yangscasa@gmail.com,,,,,,,士林區,,,,,,,,,,,5b1f9c136e5e60dcb9bca05b,3
獨立書店,獨立書店,池上書局,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D12/E182/F966/472daa5f-c95c-4210-a45b-384e2e772967.jpg,"池上書局為鄉內成立最早及唯一之實體書店，目前為第三代經營。從1955年草創成立至今超過一甲子的歲月，嘉惠了無數的莘莘學子也是在地鄉民兒時求學時的共同記憶。
 
 
 
 圖片擷取自池上書局臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月12日。",,,,,臺東縣 池上鄉,中山路222號,121.19967,23.11461,09:00-22:00,,,,,,,,(08)9862046,,chishangbooks@gmail.com,,,,,,,,,,,,,,,,,,5b1f9ed5aaa3b434be1e8c02,2
獨立書店,獨立書店,借冊所,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D13/E180/F838/0f42e1b4-bce9-4ee6-8067-264742ddd0a8.jpg,"一位以流浪方式體驗世界的香港背包客，立志用一生走遍各地。因熱愛臺灣的美好，現暫居池上開設書店與旅人交流，用自己喜歡的方式生活，等待著下一次旅程的到來。
 
 借冊所就是這麼一間不求營利，只是單純地分享一個看書、交流的空間，並在池上與各地旅人交換故事的二手書屋，更是專屬於池上的「夜店」。
 
 
 
 圖片擷取自借冊所臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月13日。",,,,,臺東縣 池上鄉,中華路57號,121.19967,23.11461,14:00-22:00（每週二公休）,,,,,,,,983322944,,,,,,,,,,,,,,,,,,,,5b20ebc8aaa3b434be1e8c0d,10
獨立書店,獨立書店,食冊café書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D13/E182/F819/97d7f667-6283-4709-9e04-237f8cc2870b.jpg,"食冊，即是結合生理跟心靈的糧食，三個青年人來台東合創的綜合書店，也是提供身心靈養分的一家店。進來點一杯好咖啡、來一個剛剛出爐的麵包，輕聲交談或是看一本書、打開筆電上網工作，台東燥熱的陽光被擋在美麗的門窗外面；上去二樓是兩間精緻舒適的客房、一小間客廳。食冊為邀請藝文作者來台東演講、新書發表，免費提供住宿。不想被打擾自己設定的生活步調，也要讓來者感受到食冊這家結合書店、烘焙坊、營養輕食、咖啡廳等多功能的空間。
 
 
 
 圖片擷取自食冊café書店臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月13日。",,,,,臺東縣 台東市,洛陽街265號,121.146907,22.752472,週三至週日10:00-22:00,,,,,,,,(08)9347616,,,,,,,,,,,,,,,,,,,,5b20f1b4aaa3b434be1e8c0e,6
獨立書店,獨立書店,練習曲書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E152/F793/b18b4af8-f626-49b4-9796-d82406fbd224.jpg,"一位熱血棒球教練與好友，一同在花蓮靠山面海的新城小村莊開設的書店，提供旅人、學生及社區居民免費借閱書籍的不賣書的書店，也歡迎大家一起來練習人生大小事。
 
 
 
 圖片擷取自練習曲書店臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月14日。",,,,,花蓮縣 新城鄉,新城村信義路252號,121.60438,24.032707,週一至週五09:00-20:00，週六、日09:00-22:00,,,,,,,,0929-102-286,,,,,,,,,,,,,,,,,,,,5b2218c96e5e60dcb9bca061,6
獨立書店,獨立書店,走走池上,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E155/F809/1774f246-ad3a-4e4c-8565-811a0bf0f72d.jpg,"走走池上是工作室，也是一個半開放式空間，歡迎旅人來到這裡，翻閱書籍放慢腳步，品嚐咖啡或飲品，以他鄉的眼光寫下精彩動人的故事，也讓走走池上得以透過旅人的角度，變得更寬廣遼闊，帶來更多的感動與驚喜。
 
 
 
 圖片擷取自走走池上臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月14日。",,,,,臺東縣 池上鄉,中山路99號,121.19967,23.11461,14:00-22:00,,,,,,,,0986-367-216,,dreamabcde@gmail.com,,,,,,,,,,,,,,,,,,5b221fbaaaa3b434be1e8c0f,6
獨立書店,獨立書店,Art Studio風向空間,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E162/F267/5a4a3b27-4de0-4587-aaee-3eff7b83786d.jpg,"展覽×手作×教學×二手書的風向空間
 
 輕鬆的逛逛&找個位子來份下午茶
 
 度過美好的下午時光
 
 晚上這也是個畫室
 
 藝術交流和教學.分享空間
 
 假日也有不定時的二手膨風小市集
 
 
 
 圖片擷取自Art Studio風向空間臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月14日。",,,,,澎湖縣 馬公市,重慶街16號,119.586158,23.566121,週二至週日13:00-18:00,,,,,,,,0932-008-486,,,,,,,,,,,,,,,,,,,,5b2224eeaaa3b434be1e8c10,5
獨立書店,獨立書店,紅氣球書屋,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D5/E141/F365/6cddc714-f214-4833-b03d-15df7fb68c91.jpg,"一對原本打算到恆春半島一圓民宿夢的年輕夫妻，卻發現在恆春最大的遺憾是「找不到書店」，因此愛書的兩人最後決定自己開一間書店，讓恆春的居民和遊客都可以有個舒服的閱讀環境，位於台灣最南端的紅氣球書屋就這麼誕生了。
 
 在這間書店裡，有著適合拿著到海邊安靜地閱讀的文學，也能找到屬於恆春本地文化的藏書，更多的，是他們兩人覺得應該被分享的好書。
 
 
 
 圖片擷取自紅氣球書屋 Le BallonRouge臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月5日。",,,,,屏東縣 恆春鎮,北門路110巷86號,120.744604,22.000064,13:30-21:30，每週日10:00-18:00，每週三公休（實際情形請以店家公告為主）,,,,,,,,0934 149 657,,,,,,,,,,,,,,,,,,,,5b3db63aaaa378d7ca9a2e97,4
獨立書店,獨立書店,唐恩書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D5/E145/F366/8ca3b5b7-bee4-4b76-86c4-ee2bf12f1157.jpg,"位於台南市區聚集多間特色小店的衛民街70巷內，是間專營科普、生物醫學、哲學、及歷史類新書還有火柴盒小汽車銷售的書店，並不定期舉辦讀書會及各類社群聚會。
 
 
 
 圖片擷取自唐恩Down House粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月5日。",,,,,臺南市 中西區,衛民街70巷28號,120.204963,22.990709,週一至週五11:00-23:00，週六、日11:00-19:00,,,,,,,,(06)222-7767,,,,,,,,,,,,,,,,,,,,5b3dbfcbaaa378d7ca9a2e98,4
獨立書店,獨立書店,仰望書房,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D5/E162/F996/940bd5e5-8897-4c8f-bffe-0e20b95f15f3.jpg,"台灣第一家將主題聚焦於天文的獨立書店，但書店內展示的主要不是書，而是星星與夢想，除了天文、大氣科學、地球科學等相關主題書，也賣觀星用品、模型等天文商品。
 
 而原本在科博館擔任解說員的店主也會不定期在書屋室內外舉辦各式天文、科普活動，不只是讓天文同好有個能相互交流的場所，同時也歡迎對天文感到好奇的民眾一起仰望星空之美。
 
 
 
 圖片擷取自仰望書房臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月5日。",,,,,臺中市 北區,英士路140號,120.666303,24.156164,週三至週日14:00-22:00,,,,,,,,(04)2202-9380,,,,,,,,,,,,,,,,,,,,5b3dd68baaa378d7ca9a2e9b,8
